,county,state,Land Area (mi^2)
2430,Grant,South Dakota,681.46
2431,Gregory,South Dakota,1014.96
2432,Haakon,South Dakota,1810.53
2433,Hamlin,South Dakota,507.23
2434,Hand,South Dakota,1436.61
2435,Hanson,South Dakota,434.51
2436,Harding,South Dakota,2671.38
2437,Hughes,South Dakota,741.56
2438,Hutchinson,South Dakota,812.9
2439,Hyde,South Dakota,860.52
2440,Jackson,South Dakota,1863.91
2441,Jerauld,South Dakota,526.23
2442,Jones,South Dakota,969.68
2443,Kingsbury,South Dakota,832.24
2444,Lake,South Dakota,563.28
2445,Lawrence,South Dakota,800.04
2446,Lincoln,South Dakota,577.28
2447,Lyman,South Dakota,1641.94
2448,McCook,South Dakota,574.2
2449,McPherson,South Dakota,1136.64
2450,Marshall,South Dakota,838.07
2451,Meade,South Dakota,3470.98
2452,Mellette,South Dakota,1307.31
2453,Miner,South Dakota,570.31
2454,Minnehaha,South Dakota,807.15
2455,Moody,South Dakota,519.39
2456,Pennington,South Dakota,2776.55
2457,Perkins,South Dakota,2870.48
2458,Potter,South Dakota,861.14
2459,Roberts,South Dakota,1101.04
2460,Sanborn,South Dakota,569.32
2461,Shannon,South Dakota,2093.9
2462,Spink,South Dakota,1503.93
2463,Stanley,South Dakota,1444.43
2464,Sully,South Dakota,1006.82
2465,Todd,South Dakota,1388.56
2466,Tripp,South Dakota,1612.45
2467,Turner,South Dakota,617.06
2468,Union,South Dakota,460.54
2469,Walworth,South Dakota,708.63
2470,Yankton,South Dakota,521.16
2471,Ziebach,South Dakota,1961.27
2472,TENNESSEE,,41234.9
2473,Anderson,Tennessee,337.16
2474,Bedford,Tennessee,473.64
2475,Benton,Tennessee,394.14
2476,Bledsoe,Tennessee,406.43
2477,Blount,Tennessee,558.71
2478,Bradley,Tennessee,328.76
2479,Campbell,Tennessee,480.19
2480,Cannon,Tennessee,265.64
2481,Carroll,Tennessee,599.25
2482,Carter,Tennessee,341.2
2483,Cheatham,Tennessee,302.44
2484,Chester,Tennessee,285.74
2485,Claiborne,Tennessee,434.58
2486,Clay,Tennessee,236.54
2487,Cocke,Tennessee,434.57
2488,Coffee,Tennessee,428.96
2489,Crockett,Tennessee,265.54
2490,Cumberland,Tennessee,681.03
2491,Davidson,Tennessee,504.03
2492,Decatur,Tennessee,333.85
2493,DeKalb,Tennessee,304.35
2494,Dickson,Tennessee,489.9
2495,Dyer,Tennessee,512.33
2496,Fayette,Tennessee,704.79
2497,Fentress,Tennessee,498.61
2498,Franklin,Tennessee,554.54
2499,Gibson,Tennessee,602.74
2500,Giles,Tennessee,610.93
2501,Grainger,Tennessee,280.6
2502,Greene,Tennessee,622.17
2503,Grundy,Tennessee,360.53
2504,Hamblen,Tennessee,161.18
2505,Hamilton,Tennessee,542.43
2506,Hancock,Tennessee,222.34
2507,Hardeman,Tennessee,667.77
2508,Hardin,Tennessee,577.32
2509,Hawkins,Tennessee,486.98
2510,Haywood,Tennessee,533.11
2511,Henderson,Tennessee,520.07
2512,Henry,Tennessee,562.1
2513,Hickman,Tennessee,612.5
2514,Houston,Tennessee,200.29
2515,Humphreys,Tennessee,530.98
2516,Jackson,Tennessee,308.32
2517,Jefferson,Tennessee,274.08
2518,Johnson,Tennessee,298.48
2519,Knox,Tennessee,508.22
2520,Lake,Tennessee,165.78
2521,Lauderdale,Tennessee,471.99
2522,Lawrence,Tennessee,617.13
2523,Lewis,Tennessee,282.09
2524,Lincoln,Tennessee,570.34
2525,Loudon,Tennessee,229.22
2526,McMinn,Tennessee,430.13
2527,McNairy,Tennessee,562.86
2528,Macon,Tennessee,307.14
2529,Madison,Tennessee,557.12
2530,Marion,Tennessee,498.16
2531,Marshall,Tennessee,375.46
2532,Maury,Tennessee,613.14
2533,Meigs,Tennessee,195.12
2534,Monroe,Tennessee,635.57
2535,Montgomery,Tennessee,539.18
2536,Moore,Tennessee,129.22
2537,Morgan,Tennessee,522.18
2538,Obion,Tennessee,544.73
2539,Overton,Tennessee,433.48
2540,Perry,Tennessee,414.73
2541,Pickett,Tennessee,162.98
2542,Polk,Tennessee,434.68
2543,Putnam,Tennessee,401.1
2544,Rhea,Tennessee,315.38
2545,Roane,Tennessee,360.71
2546,Robertson,Tennessee,476.29
2547,Rutherford,Tennessee,619.36
2548,Scott,Tennessee,532.3
2549,Sequatchie,Tennessee,265.86
2550,Sevier,Tennessee,592.5
2551,Shelby,Tennessee,763.17
2552,Smith,Tennessee,314.29
2553,Stewart,Tennessee,459.33
2554,Sullivan,Tennessee,413.36
2555,Sumner,Tennessee,529.45
2556,Tipton,Tennessee,458.37
2557,Trousdale,Tennessee,114.19
2558,Unicoi,Tennessee,186.17
2559,Union,Tennessee,223.55
2560,Van Buren,Tennessee,273.42
2561,Warren,Tennessee,432.68
2562,Washington,Tennessee,326.47
2563,Wayne,Tennessee,734.1
2564,Weakley,Tennessee,580.36
2565,White,Tennessee,376.67
2566,Williamson,Tennessee,582.6
2567,Wilson,Tennessee,570.83
2568,TEXAS,,261231.71
2569,Anderson,Texas,1062.6
2570,Andrews,Texas,1500.71
2571,Angelina,Texas,797.78
2572,Aransas,Texas,252.07
2573,Archer,Texas,903.11
2574,Armstrong,Texas,909.11
2575,Atascosa,Texas,1219.54
2576,Austin,Texas,646.51
2577,Bailey,Texas,826.8
2578,Bandera,Texas,790.96
2579,Bastrop,Texas,888.15
2580,Baylor,Texas,867.48
2581,Bee,Texas,880.24
2582,Bell,Texas,1051.02
2583,Bexar,Texas,1239.82
2584,Blanco,Texas,709.25
2585,Borden,Texas,897.44
2586,Bosque,Texas,982.98
2587,Bowie,Texas,885.01
2588,Brazoria,Texas,1357.7
2589,Brazos,Texas,585.45
2590,Brewster,Texas,6183.73
2591,Briscoe,Texas,900.0
2592,Brooks,Texas,943.36
2593,Brown,Texas,944.43
2594,Burleson,Texas,659.03
2595,Burnet,Texas,994.26
2596,Caldwell,Texas,545.26
2597,Calhoun,Texas,506.84
2598,Callahan,Texas,899.37
2599,Cameron,Texas,890.92
2600,Camp,Texas,195.83
2601,Carson,Texas,920.22
2602,Cass,Texas,936.96
2603,Castro,Texas,894.43
2604,Chambers,Texas,597.14
2605,Cherokee,Texas,1052.91
2606,Childress,Texas,696.41
2607,Clay,Texas,1088.72
2608,Cochran,Texas,775.15
2609,Coke,Texas,911.47
2610,Coleman,Texas,1261.95
2611,Collin,Texas,841.23
2612,Collingsworth,Texas,918.44
2613,Colorado,Texas,960.27
2614,Comal,Texas,559.48
2615,Comanche,Texas,937.75
2616,Concho,Texas,983.8
2617,Cooke,Texas,874.76
2618,Coryell,Texas,1052.07
2619,Cottle,Texas,900.56
2620,Crane,Texas,785.07
2621,Crockett,Texas,2807.33
2622,Crosby,Texas,900.2
2623,Culberson,Texas,3812.8
2624,Dallam,Texas,1503.26
2625,Dallas,Texas,871.28
2626,Dawson,Texas,900.31
2627,Deaf Smith,Texas,1496.87
2628,Delta,Texas,256.83
2629,Denton,Texas,878.43
2630,DeWitt,Texas,908.98
2631,Dickens,Texas,901.72
2632,Dimmit,Texas,1328.88
2633,Donley,Texas,926.89
2634,Duval,Texas,1793.48
2635,Eastland,Texas,926.49
2636,Ector,Texas,897.69
2637,Edwards,Texas,2117.86
2638,Ellis,Texas,935.49
2639,El Paso,Texas,1012.69
2640,Erath,Texas,1083.07
2641,Falls,Texas,765.48
2642,Fannin,Texas,890.84
2643,Fayette,Texas,950.01
2644,Fisher,Texas,898.94
2645,Floyd,Texas,992.14
2646,Foard,Texas,704.4
2647,Fort Bend,Texas,861.48
2648,Franklin,Texas,284.39
2649,Freestone,Texas,877.74
2650,Frio,Texas,1133.5
2651,Gaines,Texas,1502.38
2652,Galveston,Texas,378.36
2653,Garza,Texas,893.41
2654,Gillespie,Texas,1058.21
2655,Glasscock,Texas,900.22
2656,Goliad,Texas,852.01
2657,Gonzales,Texas,1066.69
2658,Gray,Texas,925.97
2659,Grayson,Texas,932.8
2660,Gregg,Texas,273.3
2661,Grimes,Texas,787.46
2662,Guadalupe,Texas,711.3
2663,Hale,Texas,1004.68
2664,Hall,Texas,883.49
2665,Hamilton,Texas,835.91
2666,Hansford,Texas,919.81
2667,Hardeman,Texas,695.11
2668,Hardin,Texas,890.57
2669,Harris,Texas,1703.48
2670,Harrison,Texas,899.95
2671,Hartley,Texas,1462.03
2672,Haskell,Texas,903.13
2673,Hays,Texas,677.98
2674,Hemphill,Texas,906.29
2675,Henderson,Texas,873.75
2676,Hidalgo,Texas,1570.87
2677,Hill,Texas,958.86
2678,Hockley,Texas,908.39
2679,Hood,Texas,420.64
2680,Hopkins,Texas,767.17
2681,Houston,Texas,1230.91
2682,Howard,Texas,900.79
2683,Hudspeth,Texas,4570.98
2684,Hunt,Texas,840.32
2685,Hutchinson,Texas,887.42
2686,Irion,Texas,1051.56
2687,Jack,Texas,910.66
2688,Jackson,Texas,829.44
2689,Jasper,Texas,938.85
2690,Jeff Davis,Texas,2264.56
2691,Jefferson,Texas,876.3
2692,Jim Hogg,Texas,1136.14
2693,Jim Wells,Texas,864.97
2694,Johnson,Texas,724.69
2695,Jones,Texas,928.55
2696,Karnes,Texas,747.56
2697,Kaufman,Texas,780.7
2698,Kendall,Texas,662.45
2699,Kenedy,Texas,1458.33
2700,Kent,Texas,902.51
2701,Kerr,Texas,1103.32
2702,Kimble,Texas,1250.99
2703,King,Texas,910.87
2704,Kinney,Texas,1360.06
2705,Kleberg,Texas,881.31
2706,Knox,Texas,850.62
2707,Lamar,Texas,907.19
2708,Lamb,Texas,1016.18
2709,Lampasas,Texas,712.84
2710,La Salle,Texas,1486.69
2711,Lavaca,Texas,969.71
2712,Lee,Texas,629.02
2713,Leon,Texas,1073.15
2714,Liberty,Texas,1158.42
2715,Limestone,Texas,905.29
2716,Lipscomb,Texas,932.18
2717,Live Oak,Texas,1039.7
2718,Llano,Texas,934.03
2719,Loving,Texas,668.93
2720,Lubbock,Texas,895.6
2721,Lynn,Texas,891.87
2722,McCulloch,Texas,1065.6
2723,McLennan,Texas,1037.1
2724,McMullen,Texas,1139.43
2725,Madison,Texas,466.07
2726,Marion,Texas,380.88
2727,Martin,Texas,914.94
2728,Mason,Texas,928.8
2729,Matagorda,Texas,1100.28
2730,Maverick,Texas,1279.26
2731,Medina,Texas,1325.36
2732,Menard,Texas,902.03
2733,Midland,Texas,900.3
2734,Milam,Texas,1016.93
2735,Mills,Texas,748.26
2736,Mitchell,Texas,911.09
2737,Montague,Texas,930.91
2738,Montgomery,Texas,1041.74
2739,Moore,Texas,899.69
2740,Morris,Texas,251.99
2741,Motley,Texas,989.56
2742,Nacogdoches,Texas,946.54
2743,Navarro,Texas,1009.63
2744,Newton,Texas,933.68
2745,Nolan,Texas,912.0
2746,Nueces,Texas,838.48
2747,Ochiltree,Texas,917.63
2748,Oldham,Texas,1500.53
2749,Orange,Texas,333.67
2750,Palo Pinto,Texas,951.79
2751,Panola,Texas,801.75
2752,Parker,Texas,903.48
2753,Parmer,Texas,880.78
2754,Pecos,Texas,4763.85
2755,Polk,Texas,1057.09
2756,Potter,Texas,908.37
2757,Presidio,Texas,3855.24
2758,Rains,Texas,229.45
2759,Randall,Texas,911.54
2760,Reagan,Texas,1175.3
2761,Real,Texas,699.2
2762,Red River,Texas,1036.58
2763,Reeves,Texas,2635.38
2764,Refugio,Texas,770.44
2765,Roberts,Texas,924.06
2766,Robertson,Texas,855.68
2767,Rockwall,Texas,127.04
2768,Runnels,Texas,1050.95
2769,Rusk,Texas,924.03
2770,Sabine,Texas,491.39
2771,San Augustine,Texas,530.66
2772,San Jacinto,Texas,569.24
2773,San Patricio,Texas,693.45
2774,San Saba,Texas,1135.3
2775,Schleicher,Texas,1310.63
2776,Scurry,Texas,905.44
2777,Shackelford,Texas,914.29
2778,Shelby,Texas,795.58
2779,Sherman,Texas,923.04
2780,Smith,Texas,921.45
2781,Somervell,Texas,186.46
2782,Starr,Texas,1223.18
2783,Stephens,Texas,896.72
2784,Sterling,Texas,923.45
2785,Stonewall,Texas,916.31
2786,Sutton,Texas,1453.93
2787,Swisher,Texas,890.16
2788,Tarrant,Texas,863.61
2789,Taylor,Texas,915.55
2790,Terrell,Texas,2358.03
2791,Terry,Texas,888.84
2792,Throckmorton,Texas,912.55
2793,Titus,Texas,406.05
2794,Tom Green,Texas,1521.97
2795,Travis,Texas,990.2
2796,Trinity,Texas,693.61
2797,Tyler,Texas,924.5
2798,Upshur,Texas,582.95
2799,Upton,Texas,1241.32
2800,Uvalde,Texas,1551.95
2801,Val Verde,Texas,3144.75
2802,Van Zandt,Texas,842.56
2803,Victoria,Texas,882.14
2804,Walker,Texas,784.17
2805,Waller,Texas,513.43
2806,Ward,Texas,835.6
2807,Washington,Texas,603.95
2808,Webb,Texas,3361.48
2809,Wharton,Texas,1086.15
2810,Wheeler,Texas,914.52
2811,Wichita,Texas,627.78
2812,Wilbarger,Texas,970.84
2813,Willacy,Texas,590.55
2814,Williamson,Texas,1118.3
2815,Wilson,Texas,803.73
2816,Winkler,Texas,841.11
2817,Wise,Texas,904.42
2818,Wood,Texas,645.23
2819,Yoakum,Texas,799.71
2820,Young,Texas,914.47
2821,Zapata,Texas,998.41
2822,Zavala,Texas,1297.41
2823,UTAH,,82169.62
2824,Beaver,Utah,2589.88
2825,Box Elder,Utah,5745.55
2826,Cache,Utah,1164.81
2827,Carbon,Utah,1478.49
2828,Daggett,Utah,696.98
2829,Davis,Utah,298.78
2830,Duchesne,Utah,3240.95
2831,Emery,Utah,4462.31
2832,Garfield,Utah,5175.12
2833,Grand,Utah,3671.54
2834,Iron,Utah,3296.68
2835,Juab,Utah,3392.28
2836,Kane,Utah,3990.23
2837,Millard,Utah,6572.43
2838,Morgan,Utah,609.2
2839,Piute,Utah,757.79
2840,Rich,Utah,1028.78
2841,Salt Lake,Utah,742.28
2842,San Juan,Utah,7819.99
2843,Sanpete,Utah,1590.15
2844,Sevier,Utah,1910.58
2845,Summit,Utah,1871.71
2846,Tooele,Utah,6941.35
2847,Uintah,Utah,4479.69
2848,Utah,Utah,2003.45
2849,Wasatch,Utah,1175.5
2850,Washington,Utah,2426.36
2851,Wayne,Utah,2460.68
2852,Weber,Utah,576.08
2853,VERMONT,,9216.66
2854,Addison,Vermont,766.33
2855,Bennington,Vermont,674.98
2856,Caledonia,Vermont,648.86
2857,Chittenden,Vermont,536.58
2858,Essex,Vermont,663.6
2859,Franklin,Vermont,633.71
2860,Grand Isle,Vermont,81.81
2861,Lamoille,Vermont,458.8
2862,Orange,Vermont,687.03
2863,Orleans,Vermont,693.27
2864,Rutland,Vermont,929.82
2865,Washington,Vermont,687.23
2866,Windham,Vermont,785.31
2867,Windsor,Vermont,969.34
2868,VIRGINIA,,39490.09
2869,Accomack,Virginia,449.5
2870,Albemarle,Virginia,720.7
2871,Alleghany,Virginia,445.46
2872,Amelia,Virginia,355.27
2873,Amherst,Virginia,473.93
2874,Appomattox,Virginia,333.49
2875,Arlington,Virginia,25.97
2876,Augusta,Virginia,967.0
2877,Bath,Virginia,529.16
2878,Bedford,Virginia,753.02
2879,Bland,Virginia,357.73
2880,Botetourt,Virginia,541.2
2881,Brunswick,Virginia,566.17
2882,Buchanan,Virginia,502.76
2883,Buckingham,Virginia,579.66
2884,Campbell,Virginia,503.87
2885,Caroline,Virginia,527.51
2886,Carroll,Virginia,474.69
2887,Charles City,Virginia,182.82
2888,Charlotte,Virginia,475.27
2889,Chesterfield,Virginia,423.3
2890,Clarke,Virginia,176.18
2891,Craig,Virginia,329.53
2892,Culpeper,Virginia,379.23
2893,Cumberland,Virginia,297.46
2894,Dickenson,Virginia,330.53
2895,Dinwiddie,Virginia,503.72
2896,Essex,Virginia,257.12
2897,Fairfax,Virginia,390.97
2898,Fauquier,Virginia,647.45
2899,Floyd,Virginia,380.42
2900,Fluvanna,Virginia,286.01
2901,Franklin,Virginia,690.43
2902,Frederick,Virginia,413.5
2903,Giles,Virginia,355.78
2904,Gloucester,Virginia,217.81
2905,Goochland,Virginia,281.42
2906,Grayson,Virginia,442.18
2907,Greene,Virginia,156.25
2908,Greensville,Virginia,295.23
2909,Halifax,Virginia,817.84
2910,Hanover,Virginia,468.54
2911,Henrico,Virginia,233.7
2912,Henry,Virginia,382.33
2913,Highland,Virginia,415.16
2914,Isle of Wight,Virginia,315.61
2915,James City,Virginia,142.44
2916,King and Queen,Virginia,315.14
2917,King George,Virginia,179.64
2918,King William,Virginia,273.94
2919,Lancaster,Virginia,133.25
2920,Lee,Virginia,435.52
2921,Loudoun,Virginia,515.56
2922,Louisa,Virginia,496.3
2923,Lunenburg,Virginia,431.68
2924,Madison,Virginia,320.68
2925,Mathews,Virginia,85.93
2926,Mecklenburg,Virginia,625.49
2927,Middlesex,Virginia,130.31
2928,Montgomery,Virginia,387.01
2929,Nelson,Virginia,470.86
2930,New Kent,Virginia,209.73
2931,Northampton,Virginia,211.61
2932,Northumberland,Virginia,191.3
2933,Nottoway,Virginia,314.39
2934,Orange,Virginia,340.78
2935,Page,Virginia,310.86
2936,Patrick,Virginia,483.1
2937,Pittsylvania,Virginia,968.94
2938,Powhatan,Virginia,260.22
2939,Prince Edward,Virginia,349.96
2940,Prince George,Virginia,265.16
2941,Prince William,Virginia,336.4
2942,Pulaski,Virginia,319.86
2943,Rappahannock,Virginia,266.23
2944,Richmond,Virginia,191.49
2945,Roanoke,Virginia,250.52
2946,Rockbridge,Virginia,597.56
2947,Rockingham,Virginia,849.09
2948,Russell,Virginia,473.82
2949,Scott,Virginia,535.53
2950,Shenandoah,Virginia,508.78
2951,Smyth,Virginia,450.93
2952,Southampton,Virginia,599.15
2953,Spotsylvania,Virginia,401.5
2954,Stafford,Virginia,268.96
2955,Surry,Virginia,278.95
2956,Sussex,Virginia,490.22
2957,Tazewell,Virginia,518.85
2958,Warren,Virginia,213.47
2959,Washington,Virginia,560.98
2960,Westmoreland,Virginia,229.38
2961,Wise,Virginia,403.19
2962,Wythe,Virginia,461.82
2963,York,Virginia,104.78
2964,Alexandria,Virginia,15.03
2965,Bedford,Virginia,6.88
2966,Bristol,Virginia,13.01
2967,Buena Vista,Virginia,6.7
2968,Charlottesville,Virginia,10.24
2969,Chesapeake,Virginia,340.8
2970,Clifton Forge,Virginia,0.0
2971,Colonial Heights,Virginia,7.52
2972,Covington,Virginia,5.47
2973,Danville,Virginia,42.93
2974,Emporia,Virginia,6.89
2975,Fairfax,Virginia,6.24
2976,Falls Church,Virginia,2.0
2977,Franklin,Virginia,8.21
2978,Fredericksburg,Virginia,10.44
2979,Galax,Virginia,8.24
2980,Hampton,Virginia,51.41
2981,Harrisonburg,Virginia,17.42
2982,Hopewell,Virginia,10.28
2983,Lexington,Virginia,2.5
2984,Lynchburg,Virginia,49.13
2985,Manassas,Virginia,9.88
2986,Manassas Park,Virginia,2.53
2987,Martinsville,Virginia,10.96
2988,Newport News,Virginia,68.71
2989,Norfolk,Virginia,54.12
2990,Norton,Virginia,7.48
2991,Petersburg,Virginia,22.93
2992,Poquoson,Virginia,15.32
2993,Portsmouth,Virginia,33.65
2994,Radford,Virginia,9.87
2995,Richmond,Virginia,59.81
2996,Roanoke,Virginia,42.56
2997,Salem,Virginia,14.44
2998,South Boston,Virginia,0.0
2999,Staunton,Virginia,19.98
3000,Suffolk,Virginia,400.17
3001,Virginia Beach,Virginia,249.02
3002,Waynesboro,Virginia,15.04
3003,Williamsburg,Virginia,9.02
3004,Winchester,Virginia,9.23
3005,WASHINGTON,,66455.52
3006,Adams,Washington,1924.98
3007,Asotin,Washington,636.21
3008,Benton,Washington,1700.38
3009,Chelan,Washington,2920.53
3010,Clallam,Washington,1738.33
3011,Clark,Washington,629.0
3012,Columbia,Washington,868.63
3013,Cowlitz,Washington,1140.13
3014,Douglas,Washington,1819.26
3015,Ferry,Washington,2203.16
3016,Franklin,Washington,1242.17
3017,Garfield,Washington,710.69
3018,Grant,Washington,2679.51
3019,Grays Harbor,Washington,1902.03
3020,Island,Washington,208.45
3021,Jefferson,Washington,1803.7
3022,King,Washington,2115.57
3023,Kitsap,Washington,394.94
3024,Kittitas,Washington,2297.27
3025,Klickitat,Washington,1871.31
3026,Lewis,Washington,2402.8
3027,Lincoln,Washington,2310.49
3028,Mason,Washington,959.42
3029,Okanogan,Washington,5267.98
3030,Pacific,Washington,932.66
3031,Pend Oreille,Washington,1399.99
3032,Pierce,Washington,1669.51
3033,San Juan,Washington,173.92
3034,Skagit,Washington,1731.2
3035,Skamania,Washington,1655.68
3036,Snohomish,Washington,2087.27
3037,Spokane,Washington,1763.79
3038,Stevens,Washington,2477.77
3039,Thurston,Washington,721.96
3040,Wahkiakum,Washington,263.38
3041,Walla Walla,Washington,1270.13
3042,Whatcom,Washington,2106.86
3043,Whitman,Washington,2159.09
3044,Yakima,Washington,4295.4
3045,WEST VIRGINIA,,24038.21
3046,Barbour,West Virginia,341.06
3047,Berkeley,West Virginia,321.14
3048,Boone,West Virginia,501.54
3049,Braxton,West Virginia,510.81
3050,Brooke,West Virginia,89.21
3051,Cabell,West Virginia,281.02
3052,Calhoun,West Virginia,279.25
3053,Clay,West Virginia,341.9
3054,Doddridge,West Virginia,319.72
3055,Fayette,West Virginia,661.55
3056,Gilmer,West Virginia,338.5
3057,Grant,West Virginia,477.37
3058,Greenbrier,West Virginia,1019.57
3059,Hampshire,West Virginia,640.25
3060,Hancock,West Virginia,82.61
3061,Hardy,West Virginia,582.31
3062,Harrison,West Virginia,416.01
3063,Jackson,West Virginia,464.35
3064,Jefferson,West Virginia,209.64
3065,Kanawha,West Virginia,901.59
3066,Lewis,West Virginia,384.9
3067,Lincoln,West Virginia,437.04
3068,Logan,West Virginia,453.74
3069,McDowell,West Virginia,533.46
3070,Marion,West Virginia,308.74
3071,Marshall,West Virginia,305.43
3072,Mason,West Virginia,430.75
3073,Mercer,West Virginia,418.99
3074,Mineral,West Virginia,327.83
3075,Mingo,West Virginia,423.11
3076,Monongalia,West Virginia,360.06
3077,Monroe,West Virginia,472.75
3078,Morgan,West Virginia,229.07
3079,Nicholas,West Virginia,646.82
3080,Ohio,West Virginia,105.82
3081,Pendleton,West Virginia,696.05
3082,Pleasants,West Virginia,130.1
3083,Pocahontas,West Virginia,940.28
3084,Preston,West Virginia,648.81
3085,Putnam,West Virginia,345.67
3086,Raleigh,West Virginia,605.35
3087,Randolph,West Virginia,1039.68
3088,Ritchie,West Virginia,451.99
3089,Roane,West Virginia,483.56
3090,Summers,West Virginia,360.46
3091,Taylor,West Virginia,172.77
3092,Tucker,West Virginia,418.92
3093,Tyler,West Virginia,256.29
3094,Upshur,West Virginia,354.64
3095,Wayne,West Virginia,505.98
3096,Webster,West Virginia,553.47
3097,Wetzel,West Virginia,358.06
3098,Wirt,West Virginia,232.51
3099,Wood,West Virginia,366.26
3100,Wyoming,West Virginia,499.45
3101,WISCONSIN,,54157.8
3102,Adams,Wisconsin,645.65
3103,Ashland,Wisconsin,1045.04
3104,Barron,Wisconsin,862.71
3105,Bayfield,Wisconsin,1477.86
3106,Brown,Wisconsin,529.71
3107,Buffalo,Wisconsin,671.64
3108,Burnett,Wisconsin,821.85
3109,Calumet,Wisconsin,318.24
3110,Chippewa,Wisconsin,1008.37
3111,Clark,Wisconsin,1209.82
3112,Columbia,Wisconsin,765.53
3113,Crawford,Wisconsin,570.66
3114,Dane,Wisconsin,1197.24
3115,Dodge,Wisconsin,875.63
3116,Door,Wisconsin,481.98
3117,Douglas,Wisconsin,1304.14
3118,Dunn,Wisconsin,850.11
3119,Eau Claire,Wisconsin,637.98
3120,Florence,Wisconsin,488.2
3121,Fond du Lac,Wisconsin,719.55
3122,Forest,Wisconsin,1014.07
3123,Grant,Wisconsin,1146.85
3124,Green,Wisconsin,583.96
3125,Green Lake,Wisconsin,349.44
3126,Iowa,Wisconsin,762.58
3127,Iron,Wisconsin,758.17
3128,Jackson,Wisconsin,987.72
3129,Jefferson,Wisconsin,556.47
3130,Juneau,Wisconsin,766.93
3131,Kenosha,Wisconsin,271.99
3132,Kewaunee,Wisconsin,342.52
3133,La Crosse,Wisconsin,451.69
3134,Lafayette,Wisconsin,633.59
3135,Langlade,Wisconsin,870.64
3136,Lincoln,Wisconsin,878.97
3137,Manitowoc,Wisconsin,589.08
3138,Marathon,Wisconsin,1544.98
3139,Marinette,Wisconsin,1399.35
3140,Marquette,Wisconsin,455.6
3141,Menominee,Wisconsin,357.61
3142,Milwaukee,Wisconsin,241.4
3143,Monroe,Wisconsin,900.78
3144,Oconto,Wisconsin,997.99
3145,Oneida,Wisconsin,1112.97
3146,Outagamie,Wisconsin,637.52
3147,Ozaukee,Wisconsin,233.08
3148,Pepin,Wisconsin,231.98
3149,Pierce,Wisconsin,573.75
3150,Polk,Wisconsin,913.96
3151,Portage,Wisconsin,800.68
3152,Price,Wisconsin,1254.38
3153,Racine,Wisconsin,332.5
3154,Richland,Wisconsin,586.15
3155,Rock,Wisconsin,718.14
3156,Rusk,Wisconsin,913.59
3157,St. Croix,Wisconsin,722.33
3158,Sauk,Wisconsin,830.9
3159,Sawyer,Wisconsin,1257.31
3160,Shawano,Wisconsin,893.06
3161,Sheboygan,Wisconsin,511.27
3162,Taylor,Wisconsin,974.88
3163,Trempealeau,Wisconsin,732.97
3164,Vernon,Wisconsin,791.58
3165,Vilas,Wisconsin,856.6
3166,Walworth,Wisconsin,555.13
3167,Washburn,Wisconsin,797.11
3168,Washington,Wisconsin,430.7
3169,Waukesha,Wisconsin,549.57
3170,Waupaca,Wisconsin,747.71
3171,Waushara,Wisconsin,626.15
3172,Winnebago,Wisconsin,434.49
3173,Wood,Wisconsin,793.12
3174,WYOMING,,97093.14
3175,Albany,Wyoming,4273.84
3176,Big Horn,Wyoming,3137.1
3177,Campbell,Wyoming,4802.71
3178,Carbon,Wyoming,7897.58
3179,Converse,Wyoming,4254.88
3180,Crook,Wyoming,2854.41
3181,Fremont,Wyoming,9183.81
3182,Goshen,Wyoming,2225.39
3183,Hot Springs,Wyoming,2004.09
3184,Johnson,Wyoming,4154.15
3185,Laramie,Wyoming,2685.91
3186,Lincoln,Wyoming,4076.13
3187,Natrona,Wyoming,5340.35
3188,Niobrara,Wyoming,2626.04
3189,Park,Wyoming,6942.08
3190,Platte,Wyoming,2084.21
3191,Sheridan,Wyoming,2523.99
3192,Sublette,Wyoming,4886.54
3193,Sweetwater,Wyoming,10426.65
3194,Teton,Wyoming,3995.38
3195,Uinta,Wyoming,2081.26
3196,Washakie,Wyoming,2238.55
3197,Weston,Wyoming,2398.09
